2018-04-16 12:25:59.542097,-1156
2018-04-16 12:26:01.548815,-1156
2018-04-16 12:26:03.556493,-1156
2018-04-16 12:26:05.564304,-1156
2018-04-16 12:26:07.571106,-1155
2018-04-16 12:26:09.577844,-1155
2018-04-16 12:26:11.584578,-1154
2018-04-16 12:26:13.591321,-1154
2018-04-16 12:26:15.596597,-1153
2018-04-16 12:26:17.604201,-1153
2018-04-16 12:26:19.612097,-1152
2018-04-16 12:26:21.618833,-1152
2018-04-16 12:26:23.625532,-1152
2018-04-16 12:26:25.632256,-1151
2018-04-16 12:26:27.639897,-1151
2018-04-16 12:26:29.647664,-1150
2018-04-16 12:26:31.654423,-1150
2018-04-16 12:26:33.662164,-1149
2018-04-16 12:26:35.669976,-1148
2018-04-16 12:26:37.676726,-1146
2018-04-16 12:26:39.683442,-1146
2018-04-16 12:26:41.690136,-1145
2018-04-16 12:26:43.696860,-1144
2018-04-16 12:26:45.703587,-1143
2018-04-16 12:26:47.711190,-1142
2018-04-16 12:26:49.718970,-1141
2018-04-16 12:26:51.725730,-1140
2018-04-16 12:26:53.732422,-1140
2018-04-16 12:26:55.739138,-1139
2018-04-16 12:26:57.747231,-1138
2018-04-16 12:26:59.755529,-1137
2018-04-16 12:27:01.762244,-1136
2018-04-16 12:27:03.769888,-1136
2018-04-16 12:27:05.777726,-1136
2018-04-16 12:27:07.784465,-1136
2018-04-16 12:27:09.791179,-1136
2018-04-16 12:27:11.797871,-1135
2018-04-16 12:27:13.804589,-1135
2018-04-16 12:27:15.811330,-1135
2018-04-16 12:27:17.818927,-1135
2018-04-16 12:27:19.826635,-1134
2018-04-16 12:27:21.833416,-1133
2018-04-16 12:27:23.840091,-1133
2018-04-16 12:27:25.846617,-1132
2018-04-16 12:27:27.854260,-1131
2018-04-16 12:27:29.862175,-1131
2018-04-16 12:27:31.868906,-1130
2018-04-16 12:27:33.876539,-1130
2018-04-16 12:27:35.884429,-1130
2018-04-16 12:27:37.892015,-1129
2018-04-16 12:27:39.898760,-1129
2018-04-16 12:27:41.905450,-1128
2018-04-16 12:27:43.910822,-1128
2018-04-16 12:27:45.916603,-1127
2018-04-16 12:27:47.924180,-1125
2018-04-16 12:27:49.932026,-1124
2018-04-16 12:27:51.939604,-1123
2018-04-16 12:27:53.947331,-1123
2018-04-16 12:27:55.954024,-1122
2018-04-16 12:27:57.961636,-1121
2018-04-16 12:27:59.969385,-1121
2018-04-16 12:28:01.976985,-1121
2018-04-16 12:28:03.985704,-1121
2018-04-16 12:28:05.993560,-1121
2018-04-16 12:28:08.000256,-1122
2018-04-16 12:28:10.006944,-1121
2018-04-16 12:28:12.014591,-1121
2018-04-16 12:28:14.022416,-1122
2018-04-16 12:28:16.029167,-1122
2018-04-16 12:28:18.036768,-1122
2018-04-16 12:28:20.044548,-1122
2018-04-16 12:28:22.052172,-1123
2018-04-16 12:28:24.059947,-1123
2018-04-16 12:28:26.066704,-1124
2018-04-16 12:28:28.074334,-1124
2018-04-16 12:28:30.082385,-1124
2018-04-16 12:28:32.089985,-1124
2018-04-16 12:28:34.098685,-1124
2018-04-16 12:28:36.106494,-1125
2018-04-16 12:28:38.113232,-1125
2018-04-16 12:28:40.120067,-1124
2018-04-16 12:28:42.127794,-1124
2018-04-16 12:28:44.135596,-1124
2018-04-16 12:28:46.142424,-1124
2018-04-16 12:28:48.150118,-1123
2018-04-16 12:28:50.156592,-1123
2018-04-16 12:28:52.163283,-1122
2018-04-16 12:28:54.169971,-1121
2018-04-16 12:28:56.176697,-1121
2018-04-16 12:28:58.183438,-1120
2018-04-16 12:29:00.190203,-1120
2018-04-16 12:29:02.197785,-1120
2018-04-16 12:29:04.211148,-1120
2018-04-16 12:29:06.219074,-1120
2018-04-16 12:29:08.225788,-1121
2018-04-16 12:29:10.232515,-1121
2018-04-16 12:29:12.240061,-1121
2018-04-16 12:29:14.246600,-1121
2018-04-16 12:29:16.253320,-1121
2018-04-16 12:29:18.260927,-1121
2018-04-16 12:29:20.268697,-1121
2018-04-16 12:29:22.275434,-1121
2018-04-16 12:29:24.282148,-1121
2018-04-16 12:29:26.288836,-1121
2018-04-16 12:29:28.295573,-1122
2018-04-16 12:29:30.302291,-1123
2018-04-16 12:29:32.308980,-1124
2018-04-16 12:29:34.315711,-1124
2018-04-16 12:29:36.322409,-1125
2018-04-16 12:29:38.329094,-1127
2018-04-16 12:29:40.335802,-1127
2018-04-16 12:29:42.343444,-1129
2018-04-16 12:29:44.351230,-1130
2018-04-16 12:29:46.356625,-1131
2018-04-16 12:29:48.364188,-1132
2018-04-16 12:29:50.372066,-1133
2018-04-16 12:29:52.378773,-1135
2018-04-16 12:29:54.385483,-1137
2018-04-16 12:29:56.392182,-1139
2018-04-16 12:29:58.398901,-1140
2018-04-16 12:30:00.405593,-1142
2018-04-16 12:30:02.413178,-1145
2018-04-16 12:30:04.420999,-1147
2018-04-16 12:30:06.427814,-1149
2018-04-16 12:30:08.434508,-1151
2018-04-16 12:30:10.441225,-1152
2018-04-16 12:30:12.448817,-1153
2018-04-16 12:30:14.456569,-1154
2018-04-16 12:30:16.463311,-1155
2018-04-16 12:30:18.470948,-1155
2018-04-16 12:30:20.478657,-1156
2018-04-16 12:30:22.485388,-1157
2018-04-16 12:30:24.492111,-1158
2018-04-16 12:30:26.498784,-1158
2018-04-16 12:30:28.505542,-1159
2018-04-16 12:30:30.512258,-1159
2018-04-16 12:30:32.519947,-1159
2018-04-16 12:30:34.526715,-1159
2018-04-16 12:30:36.533496,-1160
2018-04-16 12:30:38.540181,-1160
2018-04-16 12:30:40.546630,-1161
2018-04-16 12:30:42.554217,-1162
2018-04-16 12:30:44.562061,-1162
2018-04-16 12:30:46.568755,-1162
2018-04-16 12:30:48.576361,-1162
2018-04-16 12:30:50.584105,-1162
2018-04-16 12:30:52.590831,-1161
2018-04-16 12:30:54.597530,-1161
2018-04-16 12:30:56.604201,-1160
2018-04-16 12:30:58.610961,-1160
2018-04-16 12:31:00.619199,-1159
2018-04-16 12:31:02.626789,-1158
2018-04-16 12:31:04.634578,-1158
2018-04-16 12:31:06.641306,-1157
2018-04-16 12:31:08.648009,-1156
2018-04-16 12:31:10.654718,-1155
2018-04-16 12:31:12.662322,-1154
2018-04-16 12:31:14.670021,-1153
2018-04-16 12:31:16.676742,-1152
2018-04-16 12:31:18.684429,-1151
2018-04-16 12:31:20.692243,-1150
2018-04-16 12:31:22.698958,-1149
2018-04-16 12:31:24.705681,-1148
2018-04-16 12:31:26.712360,-1147
2018-04-16 12:31:28.719120,-1146
2018-04-16 12:31:30.725886,-1145
2018-04-16 12:31:32.733501,-1143
2018-04-16 12:31:34.741381,-1142
2018-04-16 12:31:36.748177,-1141
2018-04-16 12:31:38.754878,-1140
2018-04-16 12:31:40.761760,-1140
2018-04-16 12:31:42.769638,-1139
2018-04-16 12:31:44.777423,-1139
2018-04-16 12:31:46.784257,-1138
2018-04-16 12:31:48.792142,-1138
2018-04-16 12:31:50.799917,-1138
2018-04-16 12:31:52.806818,-1138
2018-04-16 12:31:54.813744,-1138
2018-04-16 12:31:56.820437,-1138
