2018-04-16 12:05:55.179768,-1107
2018-04-16 12:05:57.186728,-1107
2018-04-16 12:05:59.193725,-1106
2018-04-16 12:06:01.200563,-1106
2018-04-16 12:06:03.206806,-1106
2018-04-16 12:06:05.213827,-1105
2018-04-16 12:06:07.221658,-1104
2018-04-16 12:06:09.229668,-1104
2018-04-16 12:06:11.236567,-1104
2018-04-16 12:06:13.243475,-1104
2018-04-16 12:06:15.250410,-1104
2018-04-16 12:06:17.258379,-1103
2018-04-16 12:06:19.267306,-1103
2018-04-16 12:06:21.275303,-1102
2018-04-16 12:06:23.283263,-1102
2018-04-16 12:06:25.291242,-1103
2018-04-16 12:06:27.296824,-1102
2018-04-16 12:06:29.303821,-1102
2018-04-16 12:06:31.310703,-1103
2018-04-16 12:06:33.317674,-1104
2018-04-16 12:06:35.324671,-1104
2018-04-16 12:06:37.332521,-1104
2018-04-16 12:06:39.340750,-1104
2018-04-16 12:06:41.346667,-1105
2018-04-16 12:06:43.353545,-1106
2018-04-16 12:06:45.360596,-1106
2018-04-16 12:06:47.368644,-1106
2018-04-16 12:06:49.376644,-1107
2018-04-16 12:06:51.383740,-1107
2018-04-16 12:06:53.391833,-1108
2018-04-16 12:06:55.399851,-1108
2018-04-16 12:06:57.406963,-1108
2018-04-16 12:06:59.414131,-1109
2018-04-16 12:07:01.421051,-1109
2018-04-16 12:07:03.428107,-1110
2018-04-16 12:07:05.435205,-1111
2018-04-16 12:07:07.443037,-1112
2018-04-16 12:07:09.451213,-1112
2018-04-16 12:07:11.458346,-1113
2018-04-16 12:07:13.465250,-1114
2018-04-16 12:07:15.472158,-1115
2018-04-16 12:07:17.480003,-1115
2018-04-16 12:07:19.488025,-1115
2018-04-16 12:07:21.494929,-1116
2018-04-16 12:07:23.502702,-1116
2018-04-16 12:07:25.510723,-1117
2018-04-16 12:07:27.517615,-1118
2018-04-16 12:07:29.524498,-1118
2018-04-16 12:07:31.531415,-1119
2018-04-16 12:07:33.538299,-1119
2018-04-16 12:07:35.545162,-1120
2018-04-16 12:07:37.552999,-1120
2018-04-16 12:07:39.560952,-1121
2018-04-16 12:07:41.567827,-1121
2018-04-16 12:07:43.574734,-1122
2018-04-16 12:07:45.581623,-1123
2018-04-16 12:07:47.589376,-1123
2018-04-16 12:07:49.597392,-1124
2018-04-16 12:07:51.604286,-1124
2018-04-16 12:07:53.612286,-1124
2018-04-16 12:07:55.620442,-1125
2018-04-16 12:07:57.627346,-1125
2018-04-16 12:07:59.634232,-1125
2018-04-16 12:08:01.641203,-1125
2018-04-16 12:08:03.646691,-1125
2018-04-16 12:08:05.653630,-1125
2018-04-16 12:08:07.661472,-1126
2018-04-16 12:08:09.669443,-1126
2018-04-16 12:08:11.676320,-1126
2018-04-16 12:08:13.683219,-1126
2018-04-16 12:08:15.690085,-1126
2018-04-16 12:08:17.697884,-1126
2018-04-16 12:08:19.705915,-1126
2018-04-16 12:08:21.712832,-1126
2018-04-16 12:08:23.720673,-1126
2018-04-16 12:08:25.728689,-1125
2018-04-16 12:08:27.735571,-1125
2018-04-16 12:08:29.742449,-1124
2018-04-16 12:08:31.749330,-1124
2018-04-16 12:08:33.756212,-1124
2018-04-16 12:08:35.763094,-1123
2018-04-16 12:08:37.770938,-1123
2018-04-16 12:08:39.779042,-1123
2018-04-16 12:08:41.785978,-1123
2018-04-16 12:08:43.792884,-1123
2018-04-16 12:08:45.799739,-1124
2018-04-16 12:08:47.807597,-1124
2018-04-16 12:08:49.815633,-1125
2018-04-16 12:08:51.822486,-1125
2018-04-16 12:08:53.830326,-1125
2018-04-16 12:08:55.838350,-1126
2018-04-16 12:08:57.845236,-1127
2018-04-16 12:08:59.852101,-1128
2018-04-16 12:09:01.858953,-1130
2018-04-16 12:09:03.865794,-1131
2018-04-16 12:09:05.872703,-1132
2018-04-16 12:09:07.880492,-1134
2018-04-16 12:09:09.888479,-1135
2018-04-16 12:09:11.895406,-1136
2018-04-16 12:09:13.902309,-1136
2018-04-16 12:09:15.909176,-1135
2018-04-16 12:09:17.916962,-1135
2018-04-16 12:09:19.924777,-1135
2018-04-16 12:09:21.932794,-1135
2018-04-16 12:09:23.941683,-1134
2018-04-16 12:09:25.949355,-1134
2018-04-16 12:09:27.956495,-1133
2018-04-16 12:09:29.963477,-1132
2018-04-16 12:09:31.971292,-1130
2018-04-16 12:09:33.979325,-1130
2018-04-16 12:09:35.986375,-1129
2018-04-16 12:09:37.994261,-1128
2018-04-16 12:09:40.002373,-1128
2018-04-16 12:09:42.010414,-1128
2018-04-16 12:09:44.018701,-1128
2018-04-16 12:09:46.025606,-1129
2018-04-16 12:09:48.033425,-1129
2018-04-16 12:09:50.041399,-1129
2018-04-16 12:09:52.049201,-1129
